epoch,readout,fan,pump,slider,valve,ToyCar,ToyConveyor,mean
32,maha_embed,0.7942,0.8903,0.9159,0.8828,0.8112,0.6721,0.8277
33,neg_cos,0.7972,0.8548,0.9433,0.8127,0.8849,0.6622,0.8259
33,logit_nll,0.7348,0.7492,0.8889,0.6861,0.8261,0.5390,0.7373
33,maha_embed,0.7795,0.8591,0.9448,0.8975,0.8317,0.6962,0.8348
34,neg_cos,0.7449,0.8609,0.9435,0.7108,0.8052,0.6278,0.7822
34,logit_nll,0.7124,0.7678,0.9107,0.6839,0.7742,0.5382,0.7312
34,maha_embed,0.7898,0.8637,0.9480,0.8987,0.8193,0.6626,0.8303
35,neg_cos,0.7863,0.8486,0.9455,0.8189,0.7595,0.5992,0.7930
35,logit_nll,0.7404,0.7752,0.8637,0.7190,0.7685,0.5592,0.7377
35,maha_embed,0.7649,0.8463,0.9557,0.9113,0.8273,0.6513,0.8261
36,neg_cos,0.7953,0.8200,0.9052,0.7942,0.7602,0.4829,0.7596
36,logit_nll,0.7241,0.7341,0.8219,0.7433,0.7807,0.5151,0.7199
36,maha_embed,0.7985,0.8252,0.9396,0.9070,0.8259,0.6432,0.8232
37,neg_cos,0.7991,0.8559,0.9275,0.7658,0.8023,0.5712,0.7870
37,logit_nll,0.7409,0.7576,0.8257,0.7058,0.7468,0.5250,0.7170
37,maha_embed,0.7808,0.8535,0.9388,0.8774,0.8591,0.6498,0.8266
38,neg_cos,0.7558,0.8331,0.9232,0.7623,0.7919,0.5198,0.7644
38,logit_nll,0.6944,0.7488,0.8616,0.7204,0.8045,0.5163,0.7244
38,maha_embed,0.7606,0.8630,0.9284,0.8793,0.8620,0.6605,0.8256
39,neg_cos,0.6943,0.8923,0.8937,0.7608,0.7547,0.5935,0.7649
39,logit_nll,0.7063,0.7772,0.8375,0.7025,0.7937,0.5291,0.7244
39,maha_embed,0.7892,0.8571,0.9613,0.8785,0.8455,0.6745,0.8344
40,neg_cos,0.7636,0.8552,0.8542,0.7283,0.8337,0.6065,0.7736
40,logit_nll,0.7220,0.7379,0.8083,0.6938,0.7846,0.5319,0.7131
40,maha_embed,0.7842,0.8667,0.9413,0.9084,0.8188,0.6607,0.8300
41,neg_cos,0.8059,0.7576,0.9218,0.7777,0.8876,0.5407,0.7819
41,logit_nll,0.6977,0.7455,0.8586,0.6952,0.7809,0.5158,0.7156
41,maha_embed,0.7891,0.8702,0.9497,0.8894,0.8133,0.6521,0.8273
42,neg_cos,0.7876,0.8518,0.9452,0.8512,0.7232,0.5540,0.7855
42,logit_nll,0.7125,0.7363,0.9014,0.6816,0.8057,0.5154,0.7255
42,maha_embed,0.7915,0.8666,0.9549,0.9004,0.7504,0.6837,0.8246
43,neg_cos,0.7900,0.8338,0.8761,0.8451,0.8359,0.5721,0.7922
43,logit_nll,0.7215,0.7415,0.8043,0.6795,0.7854,0.5108,0.7072
43,maha_embed,0.7718,0.8629,0.9391,0.9280,0.8255,0.6490,0.8294
44,neg_cos,0.7949,0.8141,0.9199,0.8725,0.8236,0.5598,0.7975
44,logit_nll,0.7401,0.7384,0.8297,0.7111,0.7946,0.5181,0.7220
44,maha_embed,0.7815,0.8674,0.9541,0.9138,0.7750,0.6542,0.8243
45,neg_cos,0.7685,0.8462,0.9116,0.7870,0.7687,0.5993,0.7802
45,logit_nll,0.7554,0.7699,0.8707,0.6971,0.7911,0.5316,0.7360
45,maha_embed,0.7542,0.8614,0.9349,0.8637,0.8011,0.6627,0.8130
46,neg_cos,0.7516,0.8364,0.9076,0.7826,0.7402,0.5987,0.7695
46,logit_nll,0.6847,0.7650,0.8955,0.7292,0.7744,0.5316,0.7301
46,maha_embed,0.7627,0.8320,0.9310,0.9043,0.8518,0.6572,0.8232
47,neg_cos,0.7860,0.8058,0.9385,0.8236,0.8987,0.6001,0.8088
47,logit_nll,0.7124,0.7503,0.8792,0.6967,0.8213,0.5120,0.7287
47,maha_embed,0.7993,0.8745,0.9495,0.9225,0.8403,0.6711,0.8429
48,neg_cos,0.7050,0.8719,0.9456,0.7781,0.8662,0.5296,0.7827
48,logit_nll,0.7058,0.7382,0.8967,0.6936,0.8079,0.5129,0.7258
48,maha_embed,0.7923,0.8452,0.9359,0.9076,0.8236,0.6588,0.8272
49,neg_cos,0.7868,0.8689,0.9623,0.7995,0.8232,0.5921,0.8055
49,logit_nll,0.6863,0.7545,0.9124,0.6740,0.7686,0.5168,0.7188
49,maha_embed,0.7648,0.8764,0.9501,0.8851,0.7907,0.6727,0.8233
50,neg_cos,0.7829,0.8562,0.9013,0.8592,0.8475,0.6039,0.8085
50,logit_nll,0.7313,0.7619,0.8654,0.7129,0.7917,0.5183,0.7302
50,maha_embed,0.7787,0.8324,0.9586,0.9027,0.8189,0.6524,0.8239
