epoch,section,n,neg_cos,maha_embed
21,ToyCar/id_03,615,0.9403,0.7403
21,ToyCar/id_04,615,0.9998,0.8429
21,ToyConveyor/id_01,1200,0.7083,0.7734
21,ToyConveyor/id_02,1155,0.5208,0.5549
21,ToyConveyor/id_03,1154,0.5876,0.6384
22,ToyCar/id_01,614,0.8143,0.8519
22,ToyCar/id_02,615,0.8879,0.8971
22,ToyCar/id_03,615,0.9299,0.8350
22,ToyCar/id_04,615,0.9998,0.8967
22,ToyConveyor/id_01,1200,0.6358,0.7154
22,ToyConveyor/id_02,1155,0.5121,0.5661
22,ToyConveyor/id_03,1154,0.6786,0.6628
23,ToyCar/id_01,614,0.8196,0.8190
23,ToyCar/id_02,615,0.7413,0.9003
23,ToyCar/id_03,615,0.9833,0.8097
23,ToyCar/id_04,615,1.0000,0.8866
23,ToyConveyor/id_01,1200,0.7822,0.7335
23,ToyConveyor/id_02,1155,0.5132,0.5721
23,ToyConveyor/id_03,1154,0.6325,0.6959
24,ToyCar/id_01,614,0.8400,0.8205
24,ToyCar/id_02,615,0.8724,0.8677
24,ToyCar/id_03,615,0.9861,0.8074
24,ToyCar/id_04,615,0.9994,0.8773
24,ToyConveyor/id_01,1200,0.7560,0.7204
24,ToyConveyor/id_02,1155,0.5238,0.5459
24,ToyConveyor/id_03,1154,0.5816,0.6046
25,ToyCar/id_01,614,0.8044,0.7252
25,ToyCar/id_02,615,0.8898,0.8454
25,ToyCar/id_03,615,0.9847,0.7987
25,ToyCar/id_04,615,0.9988,0.8546
25,ToyConveyor/id_01,1200,0.7908,0.7347
25,ToyConveyor/id_02,1155,0.5406,0.5793
25,ToyConveyor/id_03,1154,0.7100,0.6614
26,ToyCar/id_01,614,0.7801,0.7672
26,ToyCar/id_02,615,0.8214,0.8548
26,ToyCar/id_03,615,0.9831,0.7768
26,ToyCar/id_04,615,1.0000,0.8717
26,ToyConveyor/id_01,1200,0.7304,0.7460
26,ToyConveyor/id_02,1155,0.5804,0.5718
26,ToyConveyor/id_03,1154,0.6927,0.6590
27,ToyCar/id_01,614,0.8476,0.7850
27,ToyCar/id_02,615,0.7312,0.8724
27,ToyCar/id_03,615,0.9876,0.8041
27,ToyCar/id_04,615,0.9996,0.8724
27,ToyConveyor/id_01,1200,0.7025,0.7190
27,ToyConveyor/id_02,1155,0.5678,0.5444
27,ToyConveyor/id_03,1154,0.5949,0.6714
28,ToyCar/id_01,614,0.7139,0.7676
28,ToyCar/id_02,615,0.9378,0.8913
28,ToyCar/id_03,615,0.9829,0.7307
28,ToyCar/id_04,615,1.0000,0.8521
28,ToyConveyor/id_01,1200,0.7739,0.7785
28,ToyConveyor/id_02,1155,0.5024,0.5540
28,ToyConveyor/id_03,1154,0.7196,0.6862
29,ToyCar/id_01,614,0.7854,0.8036
29,ToyCar/id_02,615,0.8087,0.8738
29,ToyCar/id_03,615,0.9361,0.7933
29,ToyCar/id_04,615,0.9998,0.8669
29,ToyConveyor/id_01,1200,0.7370,0.7200
29,ToyConveyor/id_02,1155,0.5176,0.5408
29,ToyConveyor/id_03,1154,0.6384,0.6482
30,ToyCar/id_01,614,0.8046,0.7853
30,ToyCar/id_02,615,0.8947,0.8807
30,ToyCar/id_03,615,0.9696,0.7843
30,ToyCar/id_04,615,0.9999,0.8507
30,ToyConveyor/id_01,1200,0.7567,0.7385
30,ToyConveyor/id_02,1155,0.5162,0.5461
30,ToyConveyor/id_03,1154,0.6619,0.6378
31,ToyCar/id_01,614,0.7576,0.7868
31,ToyCar/id_02,615,0.8278,0.8557
31,ToyCar/id_03,615,0.9853,0.7633
31,ToyCar/id_04,615,0.9999,0.8257
31,ToyConveyor/id_01,1200,0.6944,0.7123
31,ToyConveyor/id_02,1155,0.5132,0.5552
31,ToyConveyor/id_03,1154,0.6793,0.6476
32,ToyCar/id_01,614,0.8003,0.7766
32,ToyCar/id_02,615,0.9056,0.8774
32,ToyCar/id_03,615,0.9138,0.8028
32,ToyCar/id_04,615,0.9999,0.8385
32,ToyConveyor/id_01,1200,0.8006,0.7652
32,ToyConveyor/id_02,1155,0.5420,0.5610
32,ToyConveyor/id_03,1154,0.5978,0.6438
33,ToyCar/id_01,614,0.8075,0.7684
33,ToyCar/id_02,615,0.6856,0.8300
33,ToyCar/id_03,615,0.9332,0.6748
33,ToyCar/id_04,615,0.9761,0.8139
33,ToyConveyor/id_01,1200,0.8523,0.7313
33,ToyConveyor/id_02,1155,0.5200,0.5641
33,ToyConveyor/id_03,1154,0.6267,0.6788
34,ToyCar/id_01,614,0.7366,0.7104
34,ToyCar/id_02,615,0.8789,0.8599
34,ToyCar/id_03,615,0.9592,0.7502
34,ToyCar/id_04,615,0.9890,0.8098
34,ToyConveyor/id_01,1200,0.6703,0.7547
34,ToyConveyor/id_02,1155,0.5062,0.5480
34,ToyConveyor/id_03,1154,0.6073,0.6646
35,ToyCar/id_01,614,0.8137,0.7257
35,ToyCar/id_02,615,0.9012,0.7669
35,ToyCar/id_03,615,0.6790,0.7133
35,ToyCar/id_04,615,0.9995,0.7826
35,ToyConveyor/id_01,1200,0.7491,0.7260
35,ToyConveyor/id_02,1155,0.5674,0.5553
35,ToyConveyor/id_03,1154,0.5842,0.6982
36,ToyCar/id_01,614,0.8139,0.8112
36,ToyCar/id_02,615,0.8354,0.8839
36,ToyCar/id_03,615,0.8702,0.6984
36,ToyCar/id_04,615,0.9947,0.8558
36,ToyConveyor/id_01,1200,0.3744,0.7725
36,ToyConveyor/id_02,1155,0.5009,0.5462
36,ToyConveyor/id_03,1154,0.5263,0.6738
37,ToyCar/id_01,614,0.7695,0.8020
37,ToyCar/id_02,615,0.8680,0.8579
37,ToyCar/id_03,615,0.9678,0.7287
37,ToyCar/id_04,615,0.9999,0.8512
37,ToyConveyor/id_01,1200,0.4836,0.7876
37,ToyConveyor/id_02,1155,0.5101,0.5446
37,ToyConveyor/id_03,1154,0.6330,0.6678
38,ToyCar/id_01,614,0.7840,0.7795
38,ToyCar/id_02,615,0.8476,0.8949
38,ToyCar/id_03,615,0.9927,0.7585
38,ToyCar/id_04,615,0.9999,0.8601
38,ToyConveyor/id_01,1200,0.4604,0.7771
38,ToyConveyor/id_02,1155,0.5610,0.5592
38,ToyConveyor/id_03,1154,0.6158,0.6737
39,ToyCar/id_01,614,0.7674,0.7407
39,ToyCar/id_02,615,0.8694,0.8665
39,ToyCar/id_03,615,0.9822,0.7862
39,ToyCar/id_04,615,0.9966,0.8763
39,ToyConveyor/id_01,1200,0.6382,0.7661
39,ToyConveyor/id_02,1155,0.5558,0.5556
39,ToyConveyor/id_03,1154,0.6011,0.6482
40,ToyCar/id_01,614,0.7474,0.7493
40,ToyCar/id_02,615,0.8159,0.8681
40,ToyCar/id_03,615,0.9304,0.6362
40,ToyCar/id_04,615,0.9980,0.8342
40,ToyConveyor/id_01,1200,0.6501,0.7427
40,ToyConveyor/id_02,1155,0.5145,0.5263
40,ToyConveyor/id_03,1154,0.6292,0.6759
41,ToyCar/id_01,614,0.7849,0.7249
41,ToyCar/id_02,615,0.6944,0.8351
41,ToyCar/id_03,615,0.9238,0.7595
41,ToyCar/id_04,615,0.9998,0.8344
41,ToyConveyor/id_01,1200,0.6487,0.7404
41,ToyConveyor/id_02,1155,0.5086,0.5688
41,ToyConveyor/id_03,1154,0.4885,0.6714
42,ToyCar/id_01,614,0.8002,0.7680
42,ToyCar/id_02,615,0.7545,0.8451
42,ToyCar/id_03,615,0.9461,0.7929
42,ToyCar/id_04,615,0.9993,0.8045
42,ToyConveyor/id_01,1200,0.5959,0.7474
42,ToyConveyor/id_02,1155,0.5248,0.5399
42,ToyConveyor/id_03,1154,0.4466,0.6860
43,ToyCar/id_01,614,0.8126,0.7962
43,ToyCar/id_02,615,0.8487,0.8556
43,ToyCar/id_03,615,0.9142,0.8122
43,ToyCar/id_04,615,0.9997,0.8606
43,ToyConveyor/id_01,1200,0.6761,0.7471
43,ToyConveyor/id_02,1155,0.5236,0.5355
43,ToyConveyor/id_03,1154,0.4137,0.6660
44,ToyCar/id_01,614,0.7940,0.7825
44,ToyCar/id_02,615,0.8133,0.8373
44,ToyCar/id_03,615,0.9031,0.7836
44,ToyCar/id_04,615,0.9998,0.8536
44,ToyConveyor/id_01,1200,0.7997,0.7139
44,ToyConveyor/id_02,1155,0.5362,0.5439
44,ToyConveyor/id_03,1154,0.4603,0.6742
45,ToyCar/id_01,614,0.8191,0.7876
45,ToyCar/id_02,615,0.8605,0.8610
45,ToyCar/id_03,615,0.9259,0.7580
45,ToyCar/id_04,615,0.9998,0.8613
45,ToyConveyor/id_01,1200,0.6152,0.7664
45,ToyConveyor/id_02,1155,0.5030,0.5390
45,ToyConveyor/id_03,1154,0.4492,0.7042
46,ToyCar/id_01,614,0.8109,0.7286
46,ToyCar/id_02,615,0.8578,0.7973
46,ToyCar/id_03,615,0.9674,0.7849
46,ToyCar/id_04,615,0.9986,0.8118
46,ToyConveyor/id_01,1200,0.4698,0.7555
46,ToyConveyor/id_02,1155,0.4712,0.5435
46,ToyConveyor/id_03,1154,0.5047,0.6818
47,ToyCar/id_01,614,0.7527,0.7249
47,ToyCar/id_02,615,0.8620,0.8359
47,ToyCar/id_03,615,0.9217,0.7930
47,ToyCar/id_04,615,0.9998,0.7885
47,ToyConveyor/id_01,1200,0.6911,0.7187
47,ToyConveyor/id_02,1155,0.5597,0.5619
47,ToyConveyor/id_03,1154,0.6298,0.6759
48,ToyCar/id_01,614,0.7446,0.7217
48,ToyCar/id_02,615,0.9081,0.8058
48,ToyCar/id_03,615,0.9776,0.7389
48,ToyCar/id_04,615,0.9966,0.8233
48,ToyConveyor/id_01,1200,0.6225,0.7337
48,ToyConveyor/id_02,1155,0.4932,0.5491
48,ToyConveyor/id_03,1154,0.5932,0.6718
49,ToyCar/id_01,614,0.7931,0.7812
49,ToyCar/id_02,615,0.8780,0.8153
49,ToyCar/id_03,615,0.8763,0.7627
49,ToyCar/id_04,615,0.9990,0.8090
49,ToyConveyor/id_01,1200,0.6954,0.7438
49,ToyConveyor/id_02,1155,0.4457,0.5430
49,ToyConveyor/id_03,1154,0.6701,0.6325
50,ToyCar/id_01,614,0.7876,0.7429
50,ToyCar/id_02,615,0.8457,0.7920
50,ToyCar/id_03,615,0.8932,0.7453
50,ToyCar/id_04,615,0.9955,0.7859
50,ToyConveyor/id_01,1200,0.8156,0.7525
50,ToyConveyor/id_02,1155,0.5165,0.5528
50,ToyConveyor/id_03,1154,0.5703,0.6627
