epoch,readout,fan,pump,slider,valve,ToyCar,ToyConveyor,mean
24,recon_spmean,0.4610,0.5178,0.7273,0.4301,0.6663,0.5487,0.5585
24,neg_cos,0.7780,0.8586,0.8090,0.7263,0.8386,0.5563,0.7611
24,logit_nll,0.7150,0.8440,0.8331,0.7126,0.8546,0.5368,0.7494
24,fusion_negcos,0.6465,0.7740,0.8653,0.6281,0.8190,0.5736,0.7177
24,maha_embed,0.8034,0.8796,0.9079,0.9138,0.8565,0.6824,0.8406
24,fusion_maha,0.6348,0.7470,0.8273,0.7345,0.8220,0.6276,0.7322
25,recon_spmax,0.4418,0.5864,0.6176,0.4875,0.8135,0.4601,0.5678
25,recon_spmean,0.4973,0.5419,0.6708,0.4318,0.6912,0.5358,0.5615
25,neg_cos,0.8047,0.8631,0.8993,0.7754,0.7497,0.6107,0.7838
25,logit_nll,0.8053,0.8096,0.8943,0.7290,0.7872,0.5816,0.7678
25,fusion_negcos,0.7013,0.7618,0.9086,0.6986,0.8122,0.6001,0.7471
25,maha_embed,0.8322,0.9072,0.8812,0.9167,0.8237,0.6470,0.8347
25,fusion_maha,0.6723,0.7837,0.7893,0.7381,0.8110,0.6057,0.7333
26,recon_spmax,0.4169,0.5546,0.6635,0.4896,0.7485,0.5163,0.5649
26,recon_spmean,0.4367,0.5219,0.7003,0.4436,0.6292,0.5418,0.5456
26,neg_cos,0.7096,0.8740,0.8896,0.6930,0.8674,0.6433,0.7795
26,logit_nll,0.7481,0.7732,0.8417,0.7155,0.8651,0.5844,0.7547
26,fusion_negcos,0.6534,0.7899,0.8676,0.6786,0.8177,0.6041,0.7352
26,maha_embed,0.8089,0.8971,0.9273,0.9087,0.8140,0.6689,0.8375
26,fusion_maha,0.6046,0.7491,0.8105,0.7337,0.7865,0.6127,0.7162
27,recon_spmax,0.4737,0.5720,0.5996,0.4928,0.6802,0.5022,0.5534
27,recon_spmean,0.4868,0.5291,0.6834,0.4019,0.6190,0.5465,0.5444
27,neg_cos,0.7431,0.8753,0.9206,0.8616,0.9022,0.5785,0.8136
27,logit_nll,0.7285,0.8446,0.8415,0.7683,0.8231,0.5167,0.7538
27,fusion_negcos,0.6769,0.7611,0.8415,0.6918,0.8177,0.5777,0.7278
27,maha_embed,0.8241,0.8888,0.9350,0.9050,0.8836,0.6688,0.8509
27,fusion_maha,0.6737,0.7469,0.8067,0.6866,0.8121,0.6211,0.7245
28,recon_spmax,0.4716,0.5406,0.6332,0.5678,0.6693,0.4957,0.5630
