epoch,section,n,neg_cos,maha_embed
19,ToyConveyor/id_02,1155,0.5105,0.5708
19,ToyConveyor/id_03,1154,0.6968,0.6922
20,ToyCar/id_01,614,0.7563,0.7768
20,ToyCar/id_02,615,0.9129,0.8734
20,ToyCar/id_03,615,0.9504,0.7355
20,ToyCar/id_04,615,1.0000,0.8082
20,ToyConveyor/id_01,1200,0.8015,0.7504
20,ToyConveyor/id_02,1155,0.5409,0.5686
20,ToyConveyor/id_03,1154,0.6619,0.6714
21,ToyCar/id_01,614,0.8010,0.7895
21,ToyCar/id_02,615,0.8960,0.8827
21,ToyCar/id_03,615,0.9424,0.7819
21,ToyCar/id_04,615,1.0000,0.8219
21,ToyConveyor/id_01,1200,0.7167,0.7555
21,ToyConveyor/id_02,1155,0.5229,0.5806
21,ToyConveyor/id_03,1154,0.6585,0.6923
22,ToyCar/id_01,614,0.7984,0.7593
22,ToyCar/id_02,615,0.8390,0.8700
22,ToyCar/id_03,615,0.9623,0.7672
22,ToyCar/id_04,615,1.0000,0.8198
22,ToyConveyor/id_01,1200,0.6226,0.7769
22,ToyConveyor/id_02,1155,0.5211,0.5943
22,ToyConveyor/id_03,1154,0.5654,0.6482
23,ToyCar/id_01,614,0.7913,0.7693
23,ToyCar/id_02,615,0.8781,0.8951
23,ToyCar/id_03,615,0.9358,0.7963
23,ToyCar/id_04,615,0.9990,0.8511
23,ToyConveyor/id_01,1200,0.7733,0.7371
23,ToyConveyor/id_02,1155,0.5264,0.5816
23,ToyConveyor/id_03,1154,0.5924,0.6906
24,ToyCar/id_01,614,0.8573,0.7674
24,ToyCar/id_02,615,0.9069,0.8844
24,ToyCar/id_03,615,0.9573,0.7948
24,ToyCar/id_04,615,0.9997,0.8350
24,ToyConveyor/id_01,1200,0.7875,0.7360
24,ToyConveyor/id_02,1155,0.5836,0.5801
24,ToyConveyor/id_03,1154,0.5859,0.6614
25,ToyCar/id_01,614,0.8619,0.7387
25,ToyCar/id_02,615,0.8917,0.8426
25,ToyCar/id_03,615,0.9645,0.7731
25,ToyCar/id_04,615,0.9966,0.7838
25,ToyConveyor/id_01,1200,0.8370,0.7116
25,ToyConveyor/id_02,1155,0.5886,0.5988
25,ToyConveyor/id_03,1154,0.5898,0.6542
26,ToyCar/id_01,614,0.7465,0.7609
26,ToyCar/id_02,615,0.8615,0.8648
26,ToyCar/id_03,615,0.6608,0.7592
26,ToyCar/id_04,615,0.9997,0.8728
26,ToyConveyor/id_01,1200,0.7087,0.7208
26,ToyConveyor/id_02,1155,0.5480,0.5864
26,ToyConveyor/id_03,1154,0.5279,0.6459
27,ToyCar/id_01,614,0.8685,0.7551
27,ToyCar/id_02,615,0.8517,0.8469
27,ToyCar/id_03,615,0.9682,0.7868
27,ToyCar/id_04,615,0.9997,0.8393
27,ToyConveyor/id_01,1200,0.6209,0.7146
27,ToyConveyor/id_02,1155,0.4855,0.5839
27,ToyConveyor/id_03,1154,0.5700,0.6480
28,ToyCar/id_01,614,0.8102,0.8463
28,ToyCar/id_02,615,0.6201,0.8700
28,ToyCar/id_03,615,0.9895,0.7947
28,ToyCar/id_04,615,0.9995,0.8893
28,ToyConveyor/id_01,1200,0.6096,0.6943
28,ToyConveyor/id_02,1155,0.5558,0.5916
28,ToyConveyor/id_03,1154,0.6457,0.6646
29,ToyCar/id_01,614,0.7602,0.7643
29,ToyCar/id_02,615,0.8797,0.8834
29,ToyCar/id_03,615,0.9769,0.7463
29,ToyCar/id_04,615,0.9999,0.8496
29,ToyConveyor/id_01,1200,0.7120,0.7248
29,ToyConveyor/id_02,1155,0.5541,0.5719
29,ToyConveyor/id_03,1154,0.5893,0.6693
30,ToyCar/id_01,614,0.7523,0.7780
30,ToyCar/id_02,615,0.8904,0.8858
30,ToyCar/id_03,615,0.9117,0.7955
30,ToyCar/id_04,615,0.9998,0.8339
30,ToyConveyor/id_01,1200,0.7519,0.7635
30,ToyConveyor/id_02,1155,0.4949,0.6010
30,ToyConveyor/id_03,1154,0.5862,0.6617
31,ToyCar/id_01,614,0.7944,0.7797
31,ToyCar/id_02,615,0.9303,0.8902
31,ToyCar/id_03,615,0.9097,0.7653
31,ToyCar/id_04,615,0.9997,0.8279
31,ToyConveyor/id_01,1200,0.7659,0.7428
31,ToyConveyor/id_02,1155,0.5437,0.5782
31,ToyConveyor/id_03,1154,0.5452,0.6553
32,ToyCar/id_01,614,0.7815,0.7651
32,ToyCar/id_02,615,0.8824,0.8638
32,ToyCar/id_03,615,0.9757,0.7698
32,ToyCar/id_04,615,0.9999,0.7634
32,ToyConveyor/id_01,1200,0.7507,0.7430
32,ToyConveyor/id_02,1155,0.5475,0.6029
32,ToyConveyor/id_03,1154,0.6243,0.6614
33,ToyCar/id_01,614,0.8286,0.7905
33,ToyCar/id_02,615,0.8528,0.8449
33,ToyCar/id_03,615,0.9731,0.7975
33,ToyCar/id_04,615,0.9999,0.8214
33,ToyConveyor/id_01,1200,0.8184,0.7318
33,ToyConveyor/id_02,1155,0.5204,0.5776
33,ToyConveyor/id_03,1154,0.5504,0.6562
34,ToyCar/id_01,614,0.8410,0.7813
34,ToyCar/id_02,615,0.9197,0.8583
34,ToyCar/id_03,615,0.9740,0.7488
34,ToyCar/id_04,615,0.9996,0.8753
34,ToyConveyor/id_01,1200,0.7915,0.7491
34,ToyConveyor/id_02,1155,0.5344,0.5637
34,ToyConveyor/id_03,1154,0.5629,0.6651
35,ToyCar/id_01,614,0.7819,0.7381
35,ToyCar/id_02,615,0.8727,0.8462
35,ToyCar/id_03,615,0.9792,0.7269
35,ToyCar/id_04,615,1.0000,0.8011
35,ToyConveyor/id_01,1200,0.8540,0.7004
35,ToyConveyor/id_02,1155,0.5765,0.5825
35,ToyConveyor/id_03,1154,0.5804,0.6210
36,ToyCar/id_01,614,0.8217,0.7752
36,ToyCar/id_02,615,0.9295,0.8441
36,ToyCar/id_03,615,0.9820,0.7631
36,ToyCar/id_04,615,1.0000,0.8075
36,ToyConveyor/id_01,1200,0.6938,0.7341
36,ToyConveyor/id_02,1155,0.5147,0.5544
36,ToyConveyor/id_03,1154,0.6288,0.6041
37,ToyCar/id_01,614,0.7569,0.7714
37,ToyCar/id_02,615,0.8813,0.8459
37,ToyCar/id_03,615,0.9339,0.7278
37,ToyCar/id_04,615,0.9971,0.8325
37,ToyConveyor/id_01,1200,0.6012,0.6921
37,ToyConveyor/id_02,1155,0.4787,0.5444
37,ToyConveyor/id_03,1154,0.5951,0.6391
38,ToyCar/id_01,614,0.7726,0.7609
38,ToyCar/id_02,615,0.8940,0.8413
38,ToyCar/id_03,615,0.9625,0.6771
38,ToyCar/id_04,615,0.9999,0.7909
38,ToyConveyor/id_01,1200,0.4942,0.7225
38,ToyConveyor/id_02,1155,0.5647,0.5470
38,ToyConveyor/id_03,1154,0.6079,0.6308
39,ToyCar/id_01,614,0.8092,0.7895
39,ToyCar/id_02,615,0.8566,0.8462
39,ToyCar/id_03,615,0.9805,0.7431
39,ToyCar/id_04,615,0.9996,0.8399
39,ToyConveyor/id_01,1200,0.7352,0.7172
39,ToyConveyor/id_02,1155,0.5793,0.5752
39,ToyConveyor/id_03,1154,0.5334,0.6095
40,ToyCar/id_01,614,0.8815,0.8048
40,ToyCar/id_02,615,0.8656,0.8815
40,ToyCar/id_03,615,0.9487,0.7502
40,ToyCar/id_04,615,0.9988,0.8401
40,ToyConveyor/id_01,1200,0.7114,0.7236
40,ToyConveyor/id_02,1155,0.5648,0.5752
40,ToyConveyor/id_03,1154,0.6184,0.6513
41,ToyCar/id_01,614,0.8971,0.8554
41,ToyCar/id_02,615,0.9043,0.8872
41,ToyCar/id_03,615,0.9317,0.8187
41,ToyCar/id_04,615,0.9975,0.8596
41,ToyConveyor/id_01,1200,0.7243,0.7293
41,ToyConveyor/id_02,1155,0.5720,0.5971
41,ToyConveyor/id_03,1154,0.5477,0.6411
42,ToyCar/id_01,614,0.8499,0.8158
42,ToyCar/id_02,615,0.9229,0.8846
42,ToyCar/id_03,615,0.9466,0.7812
42,ToyCar/id_04,615,0.9999,0.8279
42,ToyConveyor/id_01,1200,0.8186,0.7174
42,ToyConveyor/id_02,1155,0.5730,0.6144
42,ToyConveyor/id_03,1154,0.6650,0.6700
43,ToyCar/id_01,614,0.7599,0.6894
43,ToyCar/id_02,615,0.7136,0.8211
43,ToyCar/id_03,615,0.9058,0.8157
43,ToyCar/id_04,615,0.9998,0.8527
43,ToyConveyor/id_01,1200,0.7382,0.7108
43,ToyConveyor/id_02,1155,0.4685,0.5783
43,ToyConveyor/id_03,1154,0.6893,0.6564
44,ToyCar/id_01,614,0.7024,0.7412
44,ToyCar/id_02,615,0.8089,0.8401
44,ToyCar/id_03,615,0.9269,0.8073
44,ToyCar/id_04,615,0.9994,0.8335
44,ToyConveyor/id_01,1200,0.5930,0.7191
44,ToyConveyor/id_02,1155,0.5198,0.5408
44,ToyConveyor/id_03,1154,0.5897,0.6317
45,ToyCar/id_01,614,0.8432,0.7821
45,ToyCar/id_02,615,0.7799,0.8822
45,ToyCar/id_03,615,0.9385,0.8080
45,ToyCar/id_04,615,1.0000,0.8991
45,ToyConveyor/id_01,1200,0.6242,0.7046
45,ToyConveyor/id_02,1155,0.4539,0.5577
45,ToyConveyor/id_03,1154,0.5641,0.6441
46,ToyCar/id_01,614,0.7893,0.7538
46,ToyCar/id_02,615,0.8601,0.8875
46,ToyCar/id_03,615,0.9178,0.8216
46,ToyCar/id_04,615,1.0000,0.8975
46,ToyConveyor/id_01,1200,0.7696,0.7179
46,ToyConveyor/id_02,1155,0.4842,0.5747
46,ToyConveyor/id_03,1154,0.5415,0.6338
47,ToyCar/id_01,614,0.7305,0.8041
47,ToyCar/id_02,615,0.8616,0.8973
47,ToyCar/id_03,615,0.9518,0.7882
47,ToyCar/id_04,615,0.9959,0.8683
47,ToyConveyor/id_01,1200,0.7007,0.7355
47,ToyConveyor/id_02,1155,0.5682,0.5806
47,ToyConveyor/id_03,1154,0.6035,0.6325
48,ToyCar/id_01,614,0.7642,0.7696
48,ToyCar/id_02,615,0.8625,0.8761
48,ToyCar/id_03,615,0.9576,0.7988
48,ToyCar/id_04,615,0.9993,0.8860
48,ToyConveyor/id_01,1200,0.3509,0.7291
48,ToyConveyor/id_02,1155,0.5116,0.5772
48,ToyConveyor/id_03,1154,0.6295,0.6617
49,ToyCar/id_01,614,0.7576,0.7543
49,ToyCar/id_02,615,0.8182,0.8679
49,ToyCar/id_03,615,0.9539,0.8336
49,ToyCar/id_04,615,0.9936,0.8635
49,ToyConveyor/id_01,1200,0.6996,0.7323
49,ToyConveyor/id_02,1155,0.5237,0.5788
49,ToyConveyor/id_03,1154,0.6889,0.6833
50,ToyCar/id_01,614,0.7452,0.7349
50,ToyCar/id_02,615,0.8244,0.8653
50,ToyCar/id_03,615,0.9626,0.7947
50,ToyCar/id_04,615,0.9963,0.8029
50,ToyConveyor/id_01,1200,0.6798,0.6844
50,ToyConveyor/id_02,1155,0.4902,0.6062
50,ToyConveyor/id_03,1154,0.6940,0.6416
