epoch,readout,fan,pump,slider,valve,ToyCar,ToyConveyor,mean
1,neg_cos,0.8205,0.8438,0.9263,0.9290,0.8592,0.6044,0.8305
1,logit_nll,0.7575,0.7799,0.8008,0.8776,0.8516,0.5277,0.7659
1,maha_embed,0.6182,0.7723,0.8963,0.7972,0.8673,0.6449,0.7660
2,neg_cos,0.7969,0.8599,0.8567,0.9573,0.9008,0.6264,0.8330
2,logit_nll,0.7193,0.8107,0.7742,0.8768,0.8400,0.5412,0.7604
2,maha_embed,0.6415,0.7878,0.8994,0.8073,0.8762,0.6387,0.7752
3,neg_cos,0.7802,0.8327,0.8291,0.9437,0.9296,0.6544,0.8283
3,logit_nll,0.7076,0.7925,0.7673,0.8959,0.8604,0.5555,0.7632
3,maha_embed,0.6758,0.7999,0.9002,0.8134,0.8618,0.6485,0.7833
4,neg_cos,0.8145,0.8724,0.8707,0.9389,0.9233,0.6663,0.8477
4,logit_nll,0.7205,0.7983,0.7768,0.8385,0.8439,0.5261,0.7507
4,maha_embed,0.6711,0.7895,0.9047,0.8216,0.8770,0.6679,0.7886
5,neg_cos,0.7936,0.8750,0.9033,0.9198,0.9475,0.6206,0.8433
5,logit_nll,0.7290,0.7720,0.7934,0.7787,0.8495,0.5238,0.7410
5,maha_embed,0.6866,0.7924,0.9088,0.8414,0.8916,0.6753,0.7994
6,neg_cos,0.8312,0.8688,0.8877,0.9587,0.9561,0.6321,0.8558
6,logit_nll,0.7254,0.7649,0.7950,0.8139,0.8470,0.5773,0.7539
6,maha_embed,0.6837,0.7987,0.8957,0.8435,0.8886,0.6683,0.7964
7,neg_cos,0.8118,0.8647,0.9030,0.9482,0.9401,0.6813,0.8582
7,logit_nll,0.7325,0.7898,0.7877,0.8003,0.8460,0.5343,0.7484
7,maha_embed,0.6818,0.7964,0.9070,0.8614,0.8431,0.6607,0.7917
8,neg_cos,0.8164,0.8946,0.8887,0.9180,0.9317,0.6374,0.8478
8,logit_nll,0.6970,0.7802,0.8022,0.7623,0.8303,0.5292,0.7335
8,maha_embed,0.6916,0.8130,0.9127,0.8428,0.8945,0.6587,0.8022
9,neg_cos,0.8094,0.8738,0.9117,0.9546,0.9333,0.6902,0.8622
9,logit_nll,0.7844,0.7865,0.7967,0.7651,0.8416,0.5283,0.7504
9,maha_embed,0.7098,0.7864,0.9057,0.8536,0.8880,0.6626,0.8010
10,neg_cos,0.7522,0.8591,0.8534,0.9180,0.9038,0.6312,0.8196
10,logit_nll,0.7259,0.7935,0.8483,0.7824,0.8067,0.5377,0.7491
10,maha_embed,0.6936,0.7969,0.9150,0.8617,0.8464,0.6606,0.7957
11,neg_cos,0.8322,0.8942,0.8464,0.9493,0.9284,0.6381,0.8481
11,logit_nll,0.7216,0.7861,0.7751,0.8000,0.8174,0.5431,0.7406
11,maha_embed,0.7192,0.8228,0.9097,0.8376,0.8579,0.6651,0.8020
12,neg_cos,0.7926,0.8483,0.8562,0.8923,0.9083,0.6727,0.8284
12,logit_nll,0.7337,0.7783,0.7815,0.7998,0.8245,0.5677,0.7476
12,maha_embed,0.6858,0.8074,0.9018,0.8257,0.8340,0.6662,0.7868
13,neg_cos,0.8296,0.8812,0.8849,0.9430,0.9340,0.5644,0.8395
13,logit_nll,0.7205,0.7705,0.7980,0.7330,0.8644,0.5206,0.7345
13,maha_embed,0.7228,0.7794,0.9031,0.8240,0.8643,0.6639,0.7929
14,neg_cos,0.8007,0.8925,0.8340,0.9110,0.9007,0.5758,0.8191
14,logit_nll,0.7150,0.7693,0.7663,0.7331,0.8144,0.5124,0.7184
14,maha_embed,0.7590,0.8090,0.9135,0.8288,0.8382,0.6586,0.8012
