epoch,readout,fan,pump,slider,valve,ToyCar,ToyConveyor,mean
1,neg_cos,0.6911,0.8117,0.8783,0.8469,0.8013,0.6139,0.7739
1,logit_nll,0.7049,0.7543,0.8184,0.8049,0.7707,0.5402,0.7322
1,maha_embed,0.7166,0.8219,0.9091,0.8776,0.7774,0.6678,0.7951
2,neg_cos,0.7014,0.8189,0.9006,0.7207,0.7345,0.6053,0.7469
2,logit_nll,0.7511,0.7764,0.8280,0.7136,0.7641,0.5546,0.7313
2,maha_embed,0.7845,0.8571,0.9155,0.7855,0.8579,0.6938,0.8157
3,neg_cos,0.7427,0.8773,0.8510,0.8279,0.8109,0.5750,0.7808
3,logit_nll,0.7428,0.7821,0.8305,0.7044,0.8200,0.5486,0.7381
3,maha_embed,0.8153,0.8468,0.9039,0.8681,0.8228,0.6782,0.8225
4,neg_cos,0.6909,0.7854,0.8895,0.8257,0.7977,0.6261,0.7692
4,logit_nll,0.6880,0.7544,0.8089,0.7365,0.8093,0.5324,0.7216
4,maha_embed,0.7554,0.8324,0.9042,0.8756,0.8682,0.7112,0.8245
5,neg_cos,0.6942,0.8511,0.9615,0.6778,0.8440,0.5514,0.7633
5,logit_nll,0.6921,0.7611,0.9283,0.6699,0.8279,0.5218,0.7335
5,maha_embed,0.7926,0.8248,0.9270,0.8170,0.8427,0.6468,0.8085
6,neg_cos,0.7094,0.8008,0.9150,0.7274,0.8514,0.6162,0.7700
6,logit_nll,0.7116,0.7462,0.8450,0.6672,0.8381,0.5291,0.7229
6,maha_embed,0.8154,0.8446,0.9518,0.9222,0.9033,0.7040,0.8569
7,neg_cos,0.7754,0.7727,0.9047,0.8511,0.8692,0.5290,0.7837
7,logit_nll,0.7242,0.7588,0.8490,0.6994,0.8184,0.5243,0.7290
7,maha_embed,0.7913,0.8525,0.9659,0.9260,0.8840,0.6739,0.8489
8,neg_cos,0.7255,0.7825,0.9045,0.8614,0.8991,0.5936,0.7944
8,logit_nll,0.7174,0.7254,0.8547,0.6730,0.8377,0.5456,0.7256
8,maha_embed,0.8137,0.8392,0.9558,0.8984,0.8614,0.6903,0.8431
9,neg_cos,0.7340,0.8647,0.9404,0.8603,0.8990,0.6160,0.8191
9,logit_nll,0.7246,0.8174,0.8990,0.7640,0.8506,0.5550,0.7684
9,maha_embed,0.8011,0.8819,0.9251,0.8997,0.7860,0.6568,0.8251
