epoch,readout,fan,pump,slider,valve,ToyCar,ToyConveyor,mean
1,neg_cos,0.6747,0.7564,0.8576,0.8134,0.7721,0.5829,0.7429
1,logit_nll,0.7179,0.7481,0.7671,0.8615,0.7590,0.5380,0.7319
1,maha_embed,0.7219,0.7866,0.8870,0.8345,0.8062,0.6426,0.7798
2,neg_cos,0.7427,0.8336,0.8398,0.8246,0.8335,0.6250,0.7832
2,logit_nll,0.6821,0.7820,0.7710,0.8292,0.7910,0.5275,0.7305
2,maha_embed,0.7290,0.8433,0.9015,0.8787,0.8390,0.6213,0.8021
3,neg_cos,0.7386,0.8373,0.8677,0.7876,0.8065,0.5380,0.7626
3,logit_nll,0.7185,0.7776,0.7708,0.7485,0.8130,0.5171,0.7243
3,maha_embed,0.7715,0.8308,0.9301,0.8714,0.8290,0.6545,0.8146
4,neg_cos,0.7322,0.8713,0.8659,0.8246,0.8632,0.5159,0.7789
4,logit_nll,0.7406,0.8082,0.7665,0.7390,0.8013,0.5057,0.7269
4,maha_embed,0.7524,0.8695,0.9283,0.8968,0.8420,0.6189,0.8180
5,neg_cos,0.7536,0.7876,0.8472,0.9029,0.6929,0.5651,0.7582
5,logit_nll,0.7253,0.7381,0.8350,0.8505,0.7678,0.5213,0.7397
5,maha_embed,0.8019,0.8213,0.9288,0.9347,0.8063,0.6394,0.8221
6,neg_cos,0.7753,0.7447,0.8607,0.7120,0.7475,0.5486,0.7315
6,logit_nll,0.7619,0.7542,0.8131,0.6991,0.7906,0.5113,0.7217
6,maha_embed,0.7974,0.8441,0.9164,0.8313,0.8738,0.6538,0.8195
7,neg_cos,0.7370,0.7647,0.7985,0.7586,0.8930,0.6249,0.7628
7,logit_nll,0.6964,0.7252,0.7995,0.6856,0.8351,0.5491,0.7152
7,maha_embed,0.7988,0.8365,0.9220,0.8176,0.8482,0.6770,0.8167
8,neg_cos,0.7555,0.8168,0.8045,0.8226,0.8209,0.5319,0.7587
8,logit_nll,0.7444,0.7620,0.7613,0.7143,0.8511,0.5157,0.7248
8,maha_embed,0.7663,0.8697,0.9299,0.8524,0.8525,0.6274,0.8164
9,neg_cos,0.7041,0.8527,0.8234,0.6771,0.8745,0.5999,0.7553
9,logit_nll,0.6975,0.8063,0.7968,0.6841,0.8650,0.5526,0.7337
9,maha_embed,0.7629,0.8300,0.8941,0.8882,0.8585,0.6813,0.8192
10,neg_cos,0.7499,0.8096,0.8882,0.7876,0.7396,0.6611,0.7727
10,logit_nll,0.6832,0.7647,0.7748,0.7135,0.7979,0.5503,0.7141
10,maha_embed,0.7682,0.8561,0.8891,0.8955,0.8699,0.6628,0.8236
11,neg_cos,0.7111,0.8133,0.8557,0.8076,0.7883,0.5589,0.7558
11,logit_nll,0.7480,0.7495,0.8087,0.7316,0.8202,0.5376,0.7326
11,maha_embed,0.7144,0.8489,0.9281,0.8383,0.8568,0.7249,0.8186
12,neg_cos,0.7989,0.8282,0.8763,0.7008,0.8025,0.5451,0.7586
12,logit_nll,0.7634,0.7457,0.7738,0.6641,0.8324,0.5179,0.7162
12,maha_embed,0.8499,0.8676,0.9510,0.8998,0.7611,0.6645,0.8323
13,neg_cos,0.7198,0.7756,0.8237,0.7091,0.8738,0.5931,0.7492
13,logit_nll,0.7290,0.7406,0.8405,0.6820,0.8348,0.5255,0.7254
13,maha_embed,0.8278,0.8729,0.9512,0.8646,0.8126,0.6610,0.8317
14,neg_cos,0.8105,0.8879,0.8094,0.7794,0.8541,0.5427,0.7806
14,logit_nll,0.7057,0.7805,0.7940,0.6819,0.8149,0.5174,0.7157
14,maha_embed,0.7820,0.8652,0.9506,0.8534,0.8528,0.6884,0.8321
15,neg_cos,0.7965,0.7851,0.8546,0.8482,0.8122,0.5756,0.7787
15,logit_nll,0.7713,0.7956,0.7860,0.7701,0.8213,0.5091,0.7423
15,maha_embed,0.8527,0.8994,0.9430,0.9286,0.8562,0.6926,0.8621
16,neg_cos,0.7916,0.8872,0.8486,0.7421,0.8459,0.5706,0.7810
16,logit_nll,0.6885,0.7780,0.8043,0.6828,0.8305,0.5248,0.7181
16,maha_embed,0.7540,0.8689,0.9599,0.8924,0.8543,0.7023,0.8386
17,neg_cos,0.6994,0.8508,0.8363,0.7547,0.8334,0.5339,0.7514
17,logit_nll,0.6829,0.7578,0.8079,0.6062,0.7927,0.5095,0.6928
17,maha_embed,0.7680,0.9025,0.9474,0.8871,0.8081,0.6243,0.8229
18,neg_cos,0.7539,0.8689,0.7809,0.7891,0.8217,0.5402,0.7591
18,logit_nll,0.6899,0.7487,0.8086,0.7026,0.7947,0.5171,0.7103
18,maha_embed,0.8245,0.8842,0.9631,0.9555,0.8355,0.6470,0.8516
19,neg_cos,0.7200,0.8156,0.8857,0.7174,0.7934,0.5226,0.7425
19,logit_nll,0.7011,0.7532,0.7949,0.6279,0.8045,0.5190,0.7001
19,maha_embed,0.8033,0.9182,0.9424,0.8800,0.8493,0.6603,0.8423
20,neg_cos,0.7366,0.8725,0.9182,0.6107,0.8597,0.6214,0.7698
20,logit_nll,0.6881,0.8025,0.8204,0.6200,0.8005,0.5482,0.7133
20,maha_embed,0.7574,0.9089,0.9215,0.8442,0.8365,0.6881,0.8261
21,neg_cos,0.7170,0.8124,0.7633,0.6926,0.8256,0.5044,0.7192
21,logit_nll,0.6905,0.7640,0.7678,0.6706,0.8212,0.5235,0.7063
21,maha_embed,0.7775,0.8722,0.9392,0.8586,0.8504,0.6721,0.8283
22,neg_cos,0.7724,0.7646,0.8760,0.6744,0.7413,0.6381,0.7445
22,logit_nll,0.6987,0.7454,0.7702,0.6312,0.8315,0.5239,0.7001
22,maha_embed,0.7734,0.8506,0.9396,0.8899,0.8562,0.6995,0.8349
23,neg_cos,0.7843,0.8279,0.8478,0.8262,0.8906,0.5192,0.7827
23,logit_nll,0.7016,0.7539,0.7753,0.6816,0.8697,0.5214,0.7173
23,maha_embed,0.7837,0.8761,0.9140,0.8893,0.8806,0.6827,0.8377
24,neg_cos,0.7321,0.8171,0.8037,0.7959,0.7904,0.5310,0.7450
24,logit_nll,0.6964,0.7701,0.7666,0.6424,0.8176,0.5438,0.7061
24,maha_embed,0.8307,0.8634,0.9247,0.8871,0.7755,0.6740,0.8259
25,neg_cos,0.8160,0.7426,0.8254,0.7781,0.8179,0.6416,0.7703
25,logit_nll,0.7393,0.7557,0.7411,0.6604,0.7753,0.5412,0.7022
25,maha_embed,0.8198,0.8617,0.9125,0.8746,0.8296,0.6655,0.8273
26,neg_cos,0.6638,0.8129,0.8228,0.7168,0.8620,0.5821,0.7434
26,logit_nll,0.6695,0.7305,0.8153,0.6779,0.7932,0.5122,0.6998
26,maha_embed,0.8112,0.8883,0.9605,0.8902,0.8453,0.6679,0.8439
27,neg_cos,0.8063,0.7886,0.8173,0.7073,0.8214,0.6351,0.7627
27,logit_nll,0.6877,0.7152,0.7738,0.6831,0.8102,0.5276,0.6996
27,maha_embed,0.7756,0.8308,0.9357,0.9323,0.8384,0.6967,0.8349
28,neg_cos,0.7930,0.7517,0.8730,0.8192,0.7698,0.6126,0.7699
28,logit_nll,0.7376,0.7399,0.7783,0.7257,0.8145,0.5450,0.7235
28,maha_embed,0.8255,0.8496,0.9501,0.8603,0.7876,0.6851,0.8264
29,neg_cos,0.8155,0.8634,0.8927,0.7676,0.8186,0.5694,0.7879
29,logit_nll,0.6946,0.7502,0.7705,0.6876,0.8245,0.5220,0.7082
29,maha_embed,0.8063,0.8149,0.9513,0.8918,0.8633,0.6541,0.8303
