epoch,section,n,neg_cos,maha_embed
8,ToyCar/id_02,615,0.8899,0.9030
8,ToyCar/id_03,615,0.9598,0.8417
8,ToyCar/id_04,615,0.9992,0.9553
8,ToyConveyor/id_01,1200,0.6098,0.6827
8,ToyConveyor/id_02,1155,0.5416,0.5494
8,ToyConveyor/id_03,1154,0.4911,0.6454
9,ToyCar/id_01,614,0.7978,0.7785
9,ToyCar/id_02,615,0.8121,0.9243
9,ToyCar/id_03,615,0.9614,0.8756
9,ToyCar/id_04,615,0.9991,0.8611
9,ToyConveyor/id_01,1200,0.7650,0.8744
9,ToyConveyor/id_02,1155,0.6174,0.5587
9,ToyConveyor/id_03,1154,0.5924,0.6465
10,ToyCar/id_01,614,0.8039,0.8175
10,ToyCar/id_02,615,0.6437,0.9245
10,ToyCar/id_03,615,0.8157,0.8943
10,ToyCar/id_04,615,0.9825,0.8853
10,ToyConveyor/id_01,1200,0.8293,0.8060
10,ToyConveyor/id_02,1155,0.4926,0.5498
10,ToyConveyor/id_03,1154,0.5987,0.6429
11,ToyCar/id_01,614,0.6935,0.7894
11,ToyCar/id_02,615,0.8901,0.8484
11,ToyCar/id_03,615,0.7456,0.8920
11,ToyCar/id_04,615,0.9991,0.9185
11,ToyConveyor/id_01,1200,0.4763,0.8258
11,ToyConveyor/id_02,1155,0.6138,0.6189
11,ToyConveyor/id_03,1154,0.6713,0.7109
12,ToyCar/id_01,614,0.6826,0.7252
12,ToyCar/id_02,615,0.8265,0.8678
12,ToyCar/id_03,615,0.9854,0.7088
12,ToyCar/id_04,615,0.9903,0.7244
12,ToyConveyor/id_01,1200,0.6285,0.7370
12,ToyConveyor/id_02,1155,0.5539,0.6008
12,ToyConveyor/id_03,1154,0.5391,0.6870
13,ToyCar/id_01,614,0.7109,0.7666
13,ToyCar/id_02,615,0.8611,0.8108
13,ToyCar/id_03,615,0.9285,0.8460
13,ToyCar/id_04,615,0.9997,0.8365
13,ToyConveyor/id_01,1200,0.7827,0.7715
13,ToyConveyor/id_02,1155,0.4570,0.5507
13,ToyConveyor/id_03,1154,0.5239,0.6677
14,ToyCar/id_01,614,0.7285,0.8042
14,ToyCar/id_02,615,0.8031,0.8791
14,ToyCar/id_03,615,0.9150,0.8989
14,ToyCar/id_04,615,0.9878,0.8822
14,ToyConveyor/id_01,1200,0.6087,0.7459
14,ToyConveyor/id_02,1155,0.4765,0.5984
14,ToyConveyor/id_03,1154,0.5161,0.7079
15,ToyCar/id_01,614,0.6747,0.7600
15,ToyCar/id_02,615,0.7327,0.8657
15,ToyCar/id_03,615,0.9572,0.9272
15,ToyCar/id_04,615,0.9987,0.9233
15,ToyConveyor/id_01,1200,0.6248,0.7396
15,ToyConveyor/id_02,1155,0.5672,0.6606
15,ToyConveyor/id_03,1154,0.6910,0.6725
16,ToyCar/id_01,614,0.6678,0.7768
16,ToyCar/id_02,615,0.7094,0.8947
16,ToyCar/id_03,615,0.9359,0.9042
16,ToyCar/id_04,615,0.9955,0.8326
16,ToyConveyor/id_01,1200,0.5585,0.7618
16,ToyConveyor/id_02,1155,0.5006,0.6382
16,ToyConveyor/id_03,1154,0.6796,0.6951
17,ToyCar/id_01,614,0.6498,0.7373
17,ToyCar/id_02,615,0.6731,0.8221
17,ToyCar/id_03,615,0.9282,0.8541
17,ToyCar/id_04,615,0.9993,0.8380
17,ToyConveyor/id_01,1200,0.5792,0.6870
17,ToyConveyor/id_02,1155,0.5351,0.6069
17,ToyConveyor/id_03,1154,0.5597,0.6244
18,ToyCar/id_01,614,0.7606,0.8014
18,ToyCar/id_02,615,0.7032,0.8420
18,ToyCar/id_03,615,0.9154,0.8797
18,ToyCar/id_04,615,0.9958,0.8280
18,ToyConveyor/id_01,1200,0.5347,0.7228
18,ToyConveyor/id_02,1155,0.5389,0.5491
18,ToyConveyor/id_03,1154,0.5743,0.6461
19,ToyCar/id_01,614,0.7587,0.7671
19,ToyCar/id_02,615,0.8808,0.8792
19,ToyCar/id_03,615,0.5430,0.8778
19,ToyCar/id_04,615,0.9991,0.9197
19,ToyConveyor/id_01,1200,0.6728,0.7173
19,ToyConveyor/id_02,1155,0.4968,0.5877
19,ToyConveyor/id_03,1154,0.3762,0.7147
20,ToyCar/id_01,614,0.8349,0.7653
20,ToyCar/id_02,615,0.5742,0.8836
20,ToyCar/id_03,615,0.9295,0.8694
20,ToyCar/id_04,615,0.9943,0.8394
20,ToyConveyor/id_01,1200,0.7270,0.7827
20,ToyConveyor/id_02,1155,0.6259,0.5898
20,ToyConveyor/id_03,1154,0.7007,0.6670
21,ToyCar/id_01,614,0.7586,0.7840
21,ToyCar/id_02,615,0.8901,0.9003
21,ToyCar/id_03,615,0.9187,0.8791
21,ToyCar/id_04,615,0.9397,0.8417
21,ToyConveyor/id_01,1200,0.4345,0.8049
21,ToyConveyor/id_02,1155,0.5507,0.6075
21,ToyConveyor/id_03,1154,0.5623,0.6167
22,ToyCar/id_01,614,0.5226,0.8274
22,ToyCar/id_02,615,0.7673,0.9132
22,ToyCar/id_03,615,0.8344,0.8769
22,ToyCar/id_04,615,0.9900,0.8022
22,ToyConveyor/id_01,1200,0.7876,0.7855
22,ToyConveyor/id_02,1155,0.5600,0.6096
22,ToyConveyor/id_03,1154,0.6573,0.7035
23,ToyCar/id_01,614,0.7815,0.8187
23,ToyCar/id_02,615,0.9172,0.9204
23,ToyCar/id_03,615,0.9886,0.8389
23,ToyCar/id_04,615,0.9919,0.9332
23,ToyConveyor/id_01,1200,0.5534,0.7567
23,ToyConveyor/id_02,1155,0.4550,0.5756
23,ToyConveyor/id_03,1154,0.5020,0.7107
24,ToyCar/id_01,614,0.7770,0.7267
24,ToyCar/id_02,615,0.6811,0.8397
24,ToyCar/id_03,615,0.9547,0.8005
24,ToyCar/id_04,615,0.9893,0.7422
24,ToyConveyor/id_01,1200,0.6509,0.7620
24,ToyConveyor/id_02,1155,0.5909,0.5814
24,ToyConveyor/id_03,1154,0.3863,0.6732
25,ToyCar/id_01,614,0.7405,0.7946
25,ToyCar/id_02,615,0.8205,0.9040
25,ToyCar/id_03,615,0.5745,0.8469
25,ToyCar/id_04,615,0.9992,0.7798
25,ToyConveyor/id_01,1200,0.7427,0.8171
25,ToyConveyor/id_02,1155,0.6025,0.5761
25,ToyConveyor/id_03,1154,0.5087,0.6480
26,ToyCar/id_01,614,0.7430,0.7845
26,ToyCar/id_02,615,0.8594,0.9101
26,ToyCar/id_03,615,0.9803,0.8159
26,ToyCar/id_04,615,0.9986,0.8614
26,ToyConveyor/id_01,1200,0.5643,0.7372
26,ToyConveyor/id_02,1155,0.5570,0.5276
26,ToyConveyor/id_03,1154,0.6541,0.7417
27,ToyCar/id_01,614,0.5331,0.7725
27,ToyCar/id_02,615,0.8035,0.8813
27,ToyCar/id_03,615,0.7559,0.7881
27,ToyCar/id_04,615,0.9896,0.9259
27,ToyConveyor/id_01,1200,0.6091,0.7508
27,ToyConveyor/id_02,1155,0.5780,0.5621
27,ToyConveyor/id_03,1154,0.7523,0.7591
28,ToyCar/id_01,614,0.6308,0.7658
28,ToyCar/id_02,615,0.7902,0.8168
28,ToyCar/id_03,615,0.7240,0.8406
28,ToyCar/id_04,615,0.9856,0.7538
28,ToyConveyor/id_01,1200,0.7176,0.7613
28,ToyConveyor/id_02,1155,0.5149,0.5584
28,ToyConveyor/id_03,1154,0.5697,0.7342
29,ToyCar/id_01,614,0.6410,0.7958
29,ToyCar/id_02,615,0.8378,0.9009
29,ToyCar/id_03,615,0.9867,0.9133
29,ToyCar/id_04,615,0.9997,0.8505
29,ToyConveyor/id_01,1200,0.5830,0.7489
29,ToyConveyor/id_02,1155,0.5517,0.5095
29,ToyConveyor/id_03,1154,0.5941,0.7089
30,ToyCar/id_01,614,0.7344,0.7596
30,ToyCar/id_02,615,0.8829,0.8852
30,ToyCar/id_03,615,0.9571,0.7620
30,ToyCar/id_04,615,0.9993,0.7842
30,ToyConveyor/id_01,1200,0.7484,0.7455
30,ToyConveyor/id_02,1155,0.5445,0.5131
30,ToyConveyor/id_03,1154,0.5760,0.6732
31,ToyCar/id_01,614,0.7139,0.7293
31,ToyCar/id_02,615,0.7411,0.8935
31,ToyCar/id_03,615,0.7754,0.8592
31,ToyCar/id_04,615,0.9970,0.6585
31,ToyConveyor/id_01,1200,0.7135,0.7538
31,ToyConveyor/id_02,1155,0.5666,0.5811
31,ToyConveyor/id_03,1154,0.6158,0.6288
32,ToyCar/id_01,614,0.7756,0.8028
32,ToyCar/id_02,615,0.8013,0.9326
32,ToyCar/id_03,615,0.9567,0.8146
32,ToyCar/id_04,615,0.9942,0.8545
32,ToyConveyor/id_01,1200,0.5919,0.7445
32,ToyConveyor/id_02,1155,0.5050,0.5354
32,ToyConveyor/id_03,1154,0.5208,0.6875
33,ToyCar/id_01,614,0.7520,0.7937
33,ToyCar/id_02,615,0.7410,0.9196
33,ToyCar/id_03,615,0.9551,0.8517
33,ToyCar/id_04,615,0.9967,0.7674
33,ToyConveyor/id_01,1200,0.6988,0.7950
33,ToyConveyor/id_02,1155,0.6103,0.5590
33,ToyConveyor/id_03,1154,0.6055,0.6181
34,ToyCar/id_01,614,0.7570,0.7236
34,ToyCar/id_02,615,0.8113,0.8460
34,ToyCar/id_03,615,0.9615,0.6112
34,ToyCar/id_04,615,0.9655,0.6389
34,ToyConveyor/id_01,1200,0.6269,0.7323
34,ToyConveyor/id_02,1155,0.4291,0.5170
34,ToyConveyor/id_03,1154,0.6446,0.6727
35,ToyCar/id_01,614,0.6359,0.7212
35,ToyCar/id_02,615,0.7956,0.8672
35,ToyCar/id_03,615,0.7933,0.8483
35,ToyCar/id_04,615,0.9916,0.8183
35,ToyConveyor/id_01,1200,0.5182,0.7117
35,ToyConveyor/id_02,1155,0.4656,0.5728
35,ToyConveyor/id_03,1154,0.7492,0.7282
36,ToyCar/id_01,614,0.7170,0.7524
36,ToyCar/id_02,615,0.7726,0.8932
36,ToyCar/id_03,615,0.8147,0.8629
36,ToyCar/id_04,615,0.9905,0.9438
36,ToyConveyor/id_01,1200,0.6413,0.7284
36,ToyConveyor/id_02,1155,0.6028,0.5592
36,ToyConveyor/id_03,1154,0.5629,0.6451
37,ToyCar/id_01,614,0.7805,0.7771
37,ToyCar/id_02,615,0.7715,0.8518
37,ToyCar/id_03,615,0.8867,0.8213
37,ToyCar/id_04,615,0.8868,0.9410
37,ToyConveyor/id_01,1200,0.8233,0.8382
37,ToyConveyor/id_02,1155,0.5889,0.5319
37,ToyConveyor/id_03,1154,0.7327,0.6756
38,ToyCar/id_01,614,0.6415,0.7277
38,ToyCar/id_02,615,0.6428,0.8476
38,ToyCar/id_03,615,0.9690,0.8004
38,ToyCar/id_04,615,0.9925,0.8470
38,ToyConveyor/id_01,1200,0.6752,0.7823
38,ToyConveyor/id_02,1155,0.5259,0.5505
38,ToyConveyor/id_03,1154,0.6752,0.6468
39,ToyCar/id_01,614,0.5731,0.6502
39,ToyCar/id_02,615,0.6083,0.8175
39,ToyCar/id_03,615,0.9820,0.7461
39,ToyCar/id_04,615,0.9989,0.7481
39,ToyConveyor/id_01,1200,0.8204,0.8021
39,ToyConveyor/id_02,1155,0.5227,0.5532
39,ToyConveyor/id_03,1154,0.6249,0.7155
40,ToyCar/id_01,614,0.6491,0.6670
40,ToyCar/id_02,615,0.7387,0.8100
40,ToyCar/id_03,615,0.9386,0.7927
40,ToyCar/id_04,615,0.9765,0.8802
40,ToyConveyor/id_01,1200,0.5622,0.7562
40,ToyConveyor/id_02,1155,0.4369,0.5989
40,ToyConveyor/id_03,1154,0.4503,0.6152
41,ToyCar/id_01,614,0.7214,0.7316
41,ToyCar/id_02,615,0.7117,0.8417
41,ToyCar/id_03,615,0.8760,0.8257
41,ToyCar/id_04,615,0.9969,0.8226
41,ToyConveyor/id_01,1200,0.7175,0.8023
41,ToyConveyor/id_02,1155,0.4778,0.5697
41,ToyConveyor/id_03,1154,0.4389,0.5781
42,ToyCar/id_01,614,0.7216,0.7326
42,ToyCar/id_02,615,0.8435,0.8656
42,ToyCar/id_03,615,0.7816,0.8876
42,ToyCar/id_04,615,0.9984,0.7517
42,ToyConveyor/id_01,1200,0.6253,0.8111
42,ToyConveyor/id_02,1155,0.5262,0.5368
42,ToyConveyor/id_03,1154,0.5489,0.6845
43,ToyCar/id_01,614,0.6836,0.6991
43,ToyCar/id_02,615,0.8413,0.7796
43,ToyCar/id_03,615,0.8779,0.7985
43,ToyCar/id_04,615,0.9968,0.7790
43,ToyConveyor/id_01,1200,0.5634,0.7857
43,ToyConveyor/id_02,1155,0.4751,0.5724
43,ToyConveyor/id_03,1154,0.5558,0.6235
44,ToyCar/id_01,614,0.7637,0.6829
44,ToyCar/id_02,615,0.7044,0.8627
44,ToyCar/id_03,615,0.9610,0.8286
44,ToyCar/id_04,615,0.9999,0.8131
44,ToyConveyor/id_01,1200,0.5047,0.7397
44,ToyConveyor/id_02,1155,0.5594,0.5653
44,ToyConveyor/id_03,1154,0.6683,0.6944
45,ToyCar/id_01,614,0.7546,0.7394
45,ToyCar/id_02,615,0.8351,0.8329
45,ToyCar/id_03,615,0.9609,0.5933
45,ToyCar/id_04,615,0.9996,0.6596
45,ToyConveyor/id_01,1200,0.6573,0.7650
45,ToyConveyor/id_02,1155,0.5896,0.5947
45,ToyConveyor/id_03,1154,0.7199,0.7245
46,ToyCar/id_01,614,0.7325,0.7120
46,ToyCar/id_02,615,0.7048,0.8213
46,ToyCar/id_03,615,0.9509,0.8518
46,ToyCar/id_04,615,0.9856,0.7708
46,ToyConveyor/id_01,1200,0.7969,0.7912
46,ToyConveyor/id_02,1155,0.5806,0.5519
46,ToyConveyor/id_03,1154,0.6429,0.6641
47,ToyCar/id_01,614,0.6175,0.7671
47,ToyCar/id_02,615,0.7315,0.8434
47,ToyCar/id_03,615,0.8834,0.8540
47,ToyCar/id_04,615,0.9976,0.8514
47,ToyConveyor/id_01,1200,0.6493,0.7486
47,ToyConveyor/id_02,1155,0.5222,0.5562
47,ToyConveyor/id_03,1154,0.6010,0.6899
48,ToyCar/id_01,614,0.6713,0.7532
48,ToyCar/id_02,615,0.8108,0.8533
48,ToyCar/id_03,615,0.9627,0.8639
48,ToyCar/id_04,615,0.9996,0.7019
48,ToyConveyor/id_01,1200,0.4710,0.7787
48,ToyConveyor/id_02,1155,0.5851,0.5310
48,ToyConveyor/id_03,1154,0.3727,0.7324
49,ToyCar/id_01,614,0.6698,0.7803
49,ToyCar/id_02,615,0.6728,0.7904
49,ToyCar/id_03,615,0.9666,0.8450
49,ToyCar/id_04,615,0.9998,0.7560
49,ToyConveyor/id_01,1200,0.5410,0.6980
49,ToyConveyor/id_02,1155,0.5654,0.5597
49,ToyConveyor/id_03,1154,0.6788,0.6932
50,ToyCar/id_01,614,0.6253,0.6794
50,ToyCar/id_02,615,0.7098,0.8403
50,ToyCar/id_03,615,0.9793,0.7665
50,ToyCar/id_04,615,0.9970,0.5476
50,ToyConveyor/id_01,1200,0.7141,0.7372
50,ToyConveyor/id_02,1155,0.4790,0.6340
50,ToyConveyor/id_03,1154,0.7182,0.7241
