epoch,section,n,neg_cos,maha_embed
1,ToyCar/id_01,614,0.7533,0.7352
1,ToyCar/id_02,615,0.8241,0.8882
1,ToyCar/id_03,615,0.7659,0.7697
1,ToyCar/id_04,615,0.9802,0.7376
1,ToyConveyor/id_01,1200,0.6763,0.7308
1,ToyConveyor/id_02,1155,0.4798,0.5558
1,ToyConveyor/id_03,1154,0.5379,0.6090
2,ToyCar/id_01,614,0.7614,0.7693
2,ToyCar/id_02,615,0.8775,0.9073
2,ToyCar/id_03,615,0.5243,0.8811
2,ToyCar/id_04,615,0.9729,0.7715
2,ToyConveyor/id_01,1200,0.5724,0.7290
2,ToyConveyor/id_02,1155,0.5913,0.5979
2,ToyConveyor/id_03,1154,0.6611,0.6762
3,ToyCar/id_01,614,0.6878,0.7330
3,ToyCar/id_02,615,0.8696,0.8782
3,ToyCar/id_03,615,0.3350,0.8474
3,ToyCar/id_04,615,0.9471,0.8406
3,ToyConveyor/id_01,1200,0.7504,0.8039
3,ToyConveyor/id_02,1155,0.5790,0.5848
3,ToyConveyor/id_03,1154,0.5308,0.6660
4,ToyCar/id_01,614,0.7502,0.7893
4,ToyCar/id_02,615,0.9010,0.8916
4,ToyCar/id_03,615,0.9250,0.7575
4,ToyCar/id_04,615,0.9997,0.6945
4,ToyConveyor/id_01,1200,0.6163,0.7466
4,ToyConveyor/id_02,1155,0.5662,0.6009
4,ToyConveyor/id_03,1154,0.4797,0.6708
5,ToyCar/id_01,614,0.6526,0.7995
5,ToyCar/id_02,615,0.8611,0.8939
5,ToyCar/id_03,615,0.8115,0.8461
5,ToyCar/id_04,615,0.8837,0.8880
5,ToyConveyor/id_01,1200,0.7795,0.7926
5,ToyConveyor/id_02,1155,0.4335,0.5625
5,ToyConveyor/id_03,1154,0.6526,0.6799
6,ToyCar/id_01,614,0.7357,0.7907
6,ToyCar/id_02,615,0.7162,0.8677
6,ToyCar/id_03,615,0.8928,0.8892
6,ToyCar/id_04,615,0.9609,0.8366
6,ToyConveyor/id_01,1200,0.7090,0.7541
6,ToyConveyor/id_02,1155,0.4928,0.5809
6,ToyConveyor/id_03,1154,0.6629,0.6903
7,ToyCar/id_01,614,0.7889,0.7681
7,ToyCar/id_02,615,0.8815,0.8590
7,ToyCar/id_03,615,0.6768,0.8574
7,ToyCar/id_04,615,0.9830,0.8046
7,ToyConveyor/id_01,1200,0.7941,0.7949
7,ToyConveyor/id_02,1155,0.5456,0.5911
7,ToyConveyor/id_03,1154,0.6461,0.6498
8,ToyCar/id_01,614,0.6773,0.7062
8,ToyCar/id_02,615,0.8405,0.7296
8,ToyCar/id_03,615,0.7227,0.6706
8,ToyCar/id_04,615,0.9941,0.8849
8,ToyConveyor/id_01,1200,0.5927,0.7079
8,ToyConveyor/id_02,1155,0.4884,0.5908
8,ToyConveyor/id_03,1154,0.5193,0.6986
9,ToyCar/id_01,614,0.6114,0.7610
9,ToyCar/id_02,615,0.9152,0.8410
9,ToyCar/id_03,615,0.9516,0.7522
9,ToyCar/id_04,615,0.9990,0.6588
9,ToyConveyor/id_01,1200,0.7267,0.8447
9,ToyConveyor/id_02,1155,0.5855,0.6128
9,ToyConveyor/id_03,1154,0.3481,0.6996
10,ToyCar/id_01,614,0.8212,0.7828
10,ToyCar/id_02,615,0.8922,0.8700
10,ToyCar/id_03,615,0.9895,0.8782
10,ToyCar/id_04,615,0.9989,0.8371
10,ToyConveyor/id_01,1200,0.7585,0.7999
10,ToyConveyor/id_02,1155,0.5460,0.5794
10,ToyConveyor/id_03,1154,0.5859,0.6656
11,ToyCar/id_01,614,0.7089,0.7666
11,ToyCar/id_02,615,0.6582,0.8312
11,ToyCar/id_03,615,0.7415,0.8693
11,ToyCar/id_04,615,0.9987,0.8350
11,ToyConveyor/id_01,1200,0.7820,0.7789
11,ToyConveyor/id_02,1155,0.5836,0.5857
11,ToyConveyor/id_03,1154,0.5130,0.7283
12,ToyCar/id_01,614,0.7650,0.7552
12,ToyCar/id_02,615,0.7009,0.8093
12,ToyCar/id_03,615,0.8174,0.9294
12,ToyCar/id_04,615,0.9209,0.8864
12,ToyConveyor/id_01,1200,0.7526,0.7494
12,ToyConveyor/id_02,1155,0.5572,0.5705
12,ToyConveyor/id_03,1154,0.6689,0.6595
13,ToyCar/id_01,614,0.6756,0.7816
13,ToyCar/id_02,615,0.8958,0.8613
13,ToyCar/id_03,615,0.9712,0.7965
13,ToyCar/id_04,615,0.9997,0.8884
