0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	
58.44051	81.52558	88.13154	58.44051	81.52558	88.13154	72.05976	75.89898	71.41569	72.05976	75.89898	71.41569	90.77949	95.95948	88.25122	90.77949	95.95948	88.25122	70.00104	68.83630	74.05583	70.00104	68.83630	74.05583	75.68157	67.79235	67.98655	75.68157	67.79235	67.98655	63.78818	71.79176	45.44128	72.57566	50.37634	73.36953	63.78816	71.79176	45.44126	72.57566	50.37634	73.36953	
0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	
58.44051	81.52558	88.13154	58.44051	81.52558	88.13154	72.05976	75.89898	71.41569	72.05976	75.89898	71.41569	90.77949	95.95948	88.25122	90.77949	95.95948	88.25122	70.00104	68.83630	74.05583	70.00104	68.83630	74.05583	75.68157	67.79235	67.98655	75.68157	67.79235	67.98655	63.78818	71.79176	45.44128	72.57566	50.37634	73.36953	63.78816	71.79176	45.44126	72.57566	50.37634	73.36953	
0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	
58.44051	81.52558	88.13154	58.44051	81.52558	88.13154	72.05976	75.89898	71.41569	72.05976	75.89898	71.41569	90.77949	95.95948	88.25122	90.77949	95.95948	88.25122	70.00104	68.83630	74.05583	70.00104	68.83630	74.05583	75.68157	67.79235	67.98655	75.68157	67.79235	67.98655	63.78818	71.79176	45.44128	72.57566	50.37634	73.36953	63.78816	71.79176	45.44126	72.57566	50.37634	73.36953	
0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	
58.44051	81.52558	88.13154	58.44051	81.52558	88.13154	72.05976	75.89898	71.41569	72.05976	75.89898	71.41569	90.77949	95.95948	88.25122	90.77949	95.95948	88.25122	70.00104	68.83630	74.05583	70.00104	68.83630	74.05583	75.68157	67.79235	67.98655	75.68157	67.79235	67.98655	63.78818	71.79176	45.44128	72.57566	50.37634	73.36953	63.78816	71.79176	45.44126	72.57566	50.37634	73.36953	
0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	
58.44051	81.52558	88.13154	58.44051	81.52558	88.13154	72.05976	75.89898	71.41569	72.05976	75.89898	71.41569	90.77949	95.95948	88.25122	90.77949	95.95948	88.25122	70.00104	68.83630	74.05583	70.00104	68.83630	74.05583	75.68157	67.79235	67.98655	75.68157	67.79235	67.98655	63.78818	71.79176	45.44128	72.57566	50.37634	73.36953	63.78816	71.79176	45.44126	72.57566	50.37634	73.36953	
